id,report_id,account_name,balance_start,income_amount,expense_amount,balance_current,account_type,level,currency,is_total_row,created_at,subconto,parent_id,account_id,parent_account_id
1aa36d6d-4d6c-4865-945f-1882f2b91aa8,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Альфа-банк,0.00,0.00,15855.00,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,3.8.4.Обслуживаниепрограммногообеспечения,a6e59943-5223-4814-8fa7-79b0d1510dc2,e2dc713f-5611-11ed-9681-14857fc22c97,852128c8-d0cb-11ef-967e-2c6dc1e036d0
88dc070f-76d9-4d89-b97f-c1fcabf39c4a,94cac01d-7177-4e16-a30c-7ab6aeb4f109,,31253441.91,1564692.03,9668797.58,23149336.36,total,1,RUB,false,2025-07-23 17:32:42.04223+00,,,fb8866db-d698-4532-95b8-4a87a2304414,
a6e59943-5223-4814-8fa7-79b0d1510dc2,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Альфа-банк,19814810.91,681300.36,9651072.58,10845038.69,bank,2,RUB,false,2025-07-23 17:32:42.04223+00,,88dc070f-76d9-4d89-b97f-c1fcabf39c4a,852128c8-d0cb-11ef-967e-2c6dc1e036d0,fb8866db-d698-4532-95b8-4a87a2304414
5f9f076f-42c5-4413-8234-a1613e739ed6,94cac01d-7177-4e16-a30c-7ab6aeb4f109,,522823.01,42392.00,42000.00,523215.01,total,1,RUB,true,2025-07-23 17:32:42.04223+00,,,fb8866db-d698-4532-95b8-4a87a2304414,
49a8c2d4-4991-499c-8a9b-fec0ad691b73,94cac01d-7177-4e16-a30c-7ab6aeb4f109,,0.00,42000.00,42000.00,0.00,total,3,RUB,false,2025-07-23 17:32:42.04223+00,Выдачаденежныхсредстввкассу,,2e0c70b3-0e32-11f0-967e-2c6dc1e036d0,
8c2f9582-6cbd-4117-8e3e-5df25d7db14b,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Альфа-банк,0.00,0.00,9085624.30,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,2.1.2.Авансызатоварыиосновныематериалы,a6e59943-5223-4814-8fa7-79b0d1510dc2,0f826008-eabc-11ef-967e-2c6dc1e036d0,852128c8-d0cb-11ef-967e-2c6dc1e036d0
780dd30b-5f5a-48a7-beef-1b7ba5505bb7,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Альфа-банк,0.00,0.00,25000.00,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,2.1.5.Транспортныерасходы(поступлениеТМЦ),a6e59943-5223-4814-8fa7-79b0d1510dc2,4931e8f1-486e-11ed-967d-14857fc22c97,852128c8-d0cb-11ef-967e-2c6dc1e036d0
25faf640-66eb-4dbf-8756-58382f6fe4ba,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Альфа-банк,0.00,0.00,423039.35,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,3.1.6.Лицензионныеплатежи,a6e59943-5223-4814-8fa7-79b0d1510dc2,20607020-0e63-11f0-967e-2c6dc1e036d0,852128c8-d0cb-11ef-967e-2c6dc1e036d0
1ff5c8cf-6e1c-4929-94e7-d5e98a5c129c,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Альфа-банк,0.00,0.00,30000.00,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,3.3.4.ГСМ,a6e59943-5223-4814-8fa7-79b0d1510dc2,f92ed108-f28a-11ef-967e-2c6dc1e036d0,852128c8-d0cb-11ef-967e-2c6dc1e036d0
7c05012e-ea5a-451a-963f-c6cc2cd6192e,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Альфа-банк,0.00,0.00,11846.30,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,3.6.3.Хозрасходы,a6e59943-5223-4814-8fa7-79b0d1510dc2,420db9f7-e46d-11ef-967e-2c6dc1e036d0,852128c8-d0cb-11ef-967e-2c6dc1e036d0
